"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"affleck and jackson are [[good]] sparring [[partners]] . ","affleck and jackson are [[bonne]] sparring [[associating]] . ",0.0002492070198059082,0.9499747157096863,1,0,1,83,"Successful"
"it 's [[fascinating]] to see how bettany and mcdowell play off each other . ","it 's [[puzzling]] to see how bettany and mcdowell play off each other . ",0.00018256902694702148,0.974875807762146,1,0,1,43,"Successful"
"a painfully [[funny]] ode to bad behavior . ","a painfully [[sitcom]] ode to bad behavior . ",0.01945394277572632,0.9997888207435608,1,0,1,46,"Successful"
"what [[distinguishes]] time of favor from [[countless]] other [[thrillers]] is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist [[acts]] . ","what [[disperses]] time of favor from [[unspeakable]] other [[storybooks]] is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist [[demeanour]] . ",0.0003967881202697754,0.5442162752151489,1,0,1,84,"Successful"
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0.9935616850852966,0.9935616850852966,1,1,0,1,"Skipped"
"a [[fast]] , [[funny]] , [[highly]] [[enjoyable]] [[movie]] . ","a [[faster]] , [[outlandish]] , [[unspeakably]] [[cosy]] [[footage]] . ",0.00022679567337036133,0.9992576837539673,1,0,1,178,"Successful"
"the movie understands like few others how the depth and [[breadth]] of emotional [[intimacy]] [[give]] the physical act all of its meaning and most of its pleasure . ","the movie understands like few others how the depth and [[extent]] of emotional [[privacy]] [[furnishes]] the physical act all of its meaning and most of its pleasure . ",0.0011892318725585938,0.7174897193908691,1,0,1,84,"Successful"
"it takes a certain kind of horror movie to qualify as ` [[worse]] than expected , ' but ghost ship somehow manages to do exactly that . ","it takes a certain kind of horror movie to qualify as ` [[grandest]] than expected , ' but ghost ship somehow manages to do exactly that . ",0.026981770992279053,0.9885881543159485,0,1,0,40,"Successful"
"the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ","the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ",0.9489121437072754,0.9489121437072754,1,1,0,1,"Skipped"
"that 's pure pr [[hype]] . ","that 's pure pr [[hoopla]] . ",0.0018386244773864746,0.9963572025299072,0,1,0,11,"Successful"
"once ( kim ) begins to [[overplay]] the shock [[tactics]] and bait-and-tackle [[metaphors]] , you may [[decide]] it 's too [[high]] a price to [[pay]] for a shimmering [[picture]] [[postcard]] . ","once ( kim ) begins to [[lowball]] the shock [[sleight]] and bait-and-tackle [[evocative]] , you may [[chose]] it 's too [[lofty]] a price to [[give]] for a shimmering [[portrayal]] [[carte]] . ",0.000727236270904541,0.6412674188613892,0,1,0,205,"Successful"
"two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away [[exhilarated]] . ","two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away [[flummoxed]] . ",0.00043588876724243164,0.8673433661460876,1,0,1,64,"Successful"
"lapaglia 's [[ability]] to [[convey]] grief and hope works with [[weaver]] 's [[sensitive]] reactions to make this a two-actor master class . ","lapaglia 's [[qualifications]] to [[liaise]] grief and hope works with [[snider]] 's [[inconvenient]] reactions to make this a two-actor master class . ",0.0003153085708618164,0.5087148547172546,1,0,1,125,"Successful"
"outer-space buffs might love this film , but others will find its pleasures intermittent . ","outer-space buffs might love this film , but others will find its pleasures intermittent . ",0.8753257989883423,0.8753257989883423,1,1,0,1,"Skipped"
"a [[smart]] , [[witty]] follow-up . ","a [[cancerous]] , [[sarcasm]] follow-up . ",0.0002568364143371582,0.9971415400505066,1,0,1,71,"Successful"
"so unremittingly [[awful]] that [[labeling]] it a dog probably [[constitutes]] [[cruelty]] to [[canines]] . ","so unremittingly [[outrageous]] that [[stamping]] it a dog probably [[were]] [[wickedness]] to [[fangs]] . ",0.0002593398094177246,0.7185863256454468,0,1,0,184,"Successful"
"about a manga-like heroine who fights back at her abusers , it 's [[energetic]] and [[satisfying]] if not deep and psychological . ","about a manga-like heroine who fights back at her abusers , it 's [[loud]] and [[fecund]] if not deep and psychological . ",0.00024336576461791992,0.7865011096000671,1,0,1,35,"Successful"
"as unseemly as its title suggests . ","as unseemly as its title suggests . ",0.995171844959259,0.995171844959259,0,0,1,1,"Skipped"
"dull , [[lifeless]] , and amateurishly [[assembled]] . ","dull , [[featureless]] , and amateurishly [[collating]] . ",0.00025087594985961914,0.00035262107849121094,0,0,0,82,"Failed"
"blanchett 's [[performance]] [[confirms]] her power once again . ","blanchett 's [[execution]] [[stressed]] her power once again . ",0.00024837255477905273,0.5740780830383301,1,0,1,98,"Successful"
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ","... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ",0.6338094472885132,0.6338094472885132,0,0,1,1,"Skipped"
"nothing in [[waking]] up in reno ever [[inspired]] me to [[think]] of its [[inhabitants]] as anything more than [[markers]] in a screenplay . ","nothing in [[awaking]] up in reno ever [[directed]] me to [[feel]] of its [[inhabitant]] as anything more than [[marker]] in a screenplay . ",0.0005735158920288086,0.5368815660476685,0,1,0,129,"Successful"
"with virtually no [[interesting]] elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ","with virtually no [[strange]] elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0.005061626434326172,0.983398973941803,0,1,0,52,"Successful"
"[[nonsensical]] , [[dull]] `` cyber-horror '' [[flick]] is a [[grim]] , hollow [[exercise]] in flat [[scares]] and bad acting . ","[[mindless]] , [[colourless]] `` cyber-horror '' [[cinematographic]] is a [[dull]] , hollow [[performing]] in flat [[shitless]] and bad acting . ",0.0002549290657043457,0.00042361021041870117,0,0,0,256,"Failed"
"the movie has an [[infectious]] [[exuberance]] that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways [[kids]] can make a playground out of the refuse of adults . ","the movie has an [[contagious]] [[irrepressible]] that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways [[brats]] can make a playground out of the refuse of adults . ",0.00039654970169067383,0.516005277633667,1,0,1,121,"Successful"
"visually rather stunning , but ultimately a handsome-looking [[bore]] , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ","visually rather stunning , but ultimately a handsome-looking [[wore]] , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0.004800736904144287,0.9853845238685608,0,1,0,17,"Successful"
"there are [[simply]] too many ideas floating around -- part farce , part sliding doors , part pop [[video]] -- and yet failing to exploit them . ","there are [[effortlessly]] too many ideas floating around -- part farce , part sliding doors , part pop [[taping]] -- and yet failing to exploit them . ",0.0005102157592773438,0.5086472034454346,0,1,0,70,"Successful"
"but the power of these ( subjects ) is [[obscured]] by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ","but the power of these ( subjects ) is [[eclipsed]] by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0.0011140704154968262,0.9272645115852356,0,1,0,50,"Successful"
"there 's something auspicious , and [[daring]] , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","there 's something auspicious , and [[foolhardy]] , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ",0.009909629821777344,0.8809040188789368,1,0,1,50,"Successful"
"the [[character]] of zigzag is not [[sufficiently]] developed to [[support]] a film constructed around him . ","the [[attribute]] of zigzag is not [[rather]] developed to [[favour]] a film constructed around him . ",0.00022333860397338867,0.9066011905670166,0,1,0,127,"Successful"
"[[comes]] off [[like]] a [[rejected]] abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ","[[penetrates]] off [[adore]] a [[spurn]] abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0.0004163384437561035,0.8874038457870483,0,1,0,58,"Successful"
"and that 's a big [[part]] of why we go to the movies . ","and that 's a big [[fractions]] of why we go to the movies . ",0.007579386234283447,0.9836483001708984,1,0,1,38,"Successful"
"if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ","if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ",0.999518096446991,0.999518096446991,0,0,1,1,"Skipped"
"has a [[lot]] of the [[virtues]] of eastwood at his best . ","has a [[consignment]] of the [[prerogative]] of eastwood at his best . ",0.00022715330123901367,0.8396481871604919,1,0,1,38,"Successful"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.5432244539260864,0.5432244539260864,0,0,1,1,"Skipped"
"manages to transcend the sex , drugs and show-tunes plot into something far [[richer]] . ","manages to transcend the sex , drugs and show-tunes plot into something far [[tributary]] . ",0.00041180849075317383,0.6163604259490967,1,0,1,24,"Successful"
"this re-do is [[so]] [[dumb]] and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ","this re-do is [[well]] [[ironic]] and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ",0.00029462575912475586,0.9533311724662781,0,1,0,92,"Successful"
"manages to show life in all of its banality when the intention is quite the [[opposite]] . ","manages to show life in all of its banality when the intention is quite the [[reverse]] . ",0.3844475746154785,0.5800973176956177,0,1,0,10,"Successful"
"for the first time in [[years]] , de niro digs [[deep]] emotionally , perhaps [[because]] he 's been stirred by the [[powerful]] [[work]] of his co-stars . ","for the first time in [[olds]] , de niro digs [[shum]] emotionally , perhaps [[therefore]] he 's been stirred by the [[pompous]] [[functioning]] of his co-stars . ",0.0023145675659179688,0.9431525468826294,1,0,1,130,"Successful"
"woody allen 's latest is an ambling , broad [[comedy]] about all there is to love -- and hate -- about the movie biz . ","woody allen 's latest is an ambling , broad [[droll]] about all there is to love -- and hate -- about the movie biz . ",0.0018038153648376465,0.8065455555915833,1,0,1,27,"Successful"
"like you could n't smell this turkey [[rotting]] from miles away . ","like you could n't smell this turkey [[decadent]] from miles away . ",0.013167500495910645,0.5239124298095703,0,1,0,39,"Successful"
"you [[wonder]] why enough was n't just a [[music]] [[video]] [[rather]] than a full-length movie . ","you [[astounded]] why enough was n't just a [[cappella]] [[filmed]] [[exactly]] than a full-length movie . ",0.0017316341400146484,0.8546778559684753,0,1,0,72,"Successful"
"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[seductive]] as it is haunting . ","whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[tempt]] as it is haunting . ",0.001704871654510498,0.9919350743293762,1,0,1,42,"Successful"
"mattei is tiresomely [[grave]] and long-winded , as if circularity itself [[indicated]] [[profundity]] . ","mattei is tiresomely [[profound]] and long-winded , as if circularity itself [[highlighted]] [[theatricality]] . ",0.0002738833427429199,0.0015919804573059082,0,0,0,141,"Failed"
"whaley 's determination to immerse you in sheer , unrelenting [[wretchedness]] is [[exhausting]] . ","whaley 's determination to immerse you in sheer , unrelenting [[toils]] is [[hardworking]] . ",0.0008985996246337891,0.9105516672134399,0,1,0,77,"Successful"
"it 's a stunning [[lyrical]] work of [[considerable]] force and [[truth]] . ","it 's a stunning [[florid]] work of [[heavy]] force and [[verdad]] . ",0.00023108720779418945,0.6829549074172974,1,0,1,97,"Successful"
"the most [[compelling]] wiseman epic of recent years . ","the most [[unconvincing]] wiseman epic of recent years . ",0.00021022558212280273,0.9708240628242493,1,0,1,41,"Successful"
"taylor appears to have [[blown]] his entire budget on soundtrack rights and had nothing left over for jokes . ","taylor appears to have [[toasted]] his entire budget on soundtrack rights and had nothing left over for jokes . ",0.00038051605224609375,0.9055642485618591,0,1,0,40,"Successful"
"does [[little]] more than play an innocuous game of fill-in - the-blanks with a tragic past . ","does [[slightly]] more than play an innocuous game of fill-in - the-blanks with a tragic past . ",0.00028389692306518555,0.9275408983230591,0,1,0,24,"Successful"
"it takes a strange kind of laziness to [[waste]] the [[talents]] of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of laziness to [[wastage]] the [[skillful]] of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0.0002548098564147949,0.5534800291061401,0,1,0,105,"Successful"
"this film seems [[thirsty]] for reflection , itself taking on adolescent qualities . ","this film seems [[appetite]] for reflection , itself taking on adolescent qualities . ",0.06548607349395752,0.9339245557785034,0,1,0,10,"Successful"
"moody , heartbreaking , and filmed in a [[natural]] , unforced [[style]] that makes its characters seem entirely [[convincing]] even when its script is not . ","moody , heartbreaking , and filmed in a [[inborn]] , unforced [[styles]] that makes its characters seem entirely [[unconvincing]] even when its script is not . ",0.0003110170364379883,0.5444027185440063,1,0,1,50,"Successful"
"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to [[perfection]] , i found myself struggling to put my [[finger]] on that elusive `` missing thing . '' ","an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to [[perfected]] , i found myself struggling to put my [[numbers]] on that elusive `` missing thing . '' ",0.0038503408432006836,0.5741931200027466,1,0,1,40,"Successful"
"this surreal gilliam-esque film is also a troubling [[interpretation]] of ecclesiastes . ","this surreal gilliam-esque film is also a troubling [[misreading]] of ecclesiastes . ",0.11795693635940552,0.990882396697998,1,0,1,32,"Successful"
"[[ultimately]] feels empty and [[unsatisfying]] , like [[swallowing]] a [[communion]] [[wafer]] without the [[wine]] . ","[[maybe]] feels empty and [[indecisive]] , like [[orgasms]] a [[sacrament]] [[puce]] without the [[riesling]] . ",0.0002703070640563965,0.736082136631012,0,1,0,137,"Successful"
"so much facile technique , such cute ideas , so little movie . ","so much facile technique , such cute ideas , so little movie . ",0.8917791247367859,0.8917791247367859,0,0,1,1,"Skipped"
"teen movies have really hit the skids . ","teen movies have really hit the skids . ",0.9930115342140198,0.9930115342140198,1,1,0,1,"Skipped"
"... is an arthritic [[attempt]] at directing by callie khouri . ","... is an arthritic [[aspires]] at directing by callie khouri . ",0.010388076305389404,0.9888264536857605,0,1,0,56,"Successful"
"just as [[moving]] , [[uplifting]] and [[funny]] as ever . ","just as [[homelessness]] , [[cathartic]] and [[outlandish]] as ever . ",0.00022536516189575195,0.9993169903755188,1,0,1,63,"Successful"
"even in its most tedious scenes , russian ark is [[mesmerizing]] . ","even in its most tedious scenes , russian ark is [[bewitching]] . ",0.0020561814308166504,0.9681755900382996,1,0,1,38,"Successful"
"not [[exactly]] the [[bees]] knees ","not [[scrupulously]] the [[cocks]] knees ",0.00033462047576904297,0.7409441471099854,0,1,0,60,"Successful"
"it 's as if you 're watching a movie that was made in 1978 but not released then because it was [[so]] weak , and it has been unearthed and released now , when it has [[become]] even [[weaker]] . ","it 's as if you 're watching a movie that was made in 1978 but not released then because it was [[even]] weak , and it has been unearthed and released now , when it has [[were]] even [[fragile]] . ",0.031331539154052734,0.5496296286582947,0,1,0,101,"Successful"
"the acting , [[costumes]] , [[music]] , [[cinematography]] and [[sound]] are all [[astounding]] given the [[production]] 's austere locales . ","the acting , [[cloaks]] , [[songs]] , [[videotaped]] and [[audio]] are all [[extraordinaire]] given the [[producing]] 's austere locales . ",0.0005834102630615234,0.5036280155181885,1,0,1,169,"Successful"
"my big fat greek wedding uses stereotypes in a [[delightful]] [[blend]] of sweet romance and lovingly dished out [[humor]] . ","my big fat greek wedding uses stereotypes in a [[leggy]] [[jumpsuit]] of sweet romance and lovingly dished out [[droll]] . ",0.00023514032363891602,0.754834771156311,1,0,1,138,"Successful"
"villeneuve [[spends]] too [[much]] time [[wallowing]] in [[bibi]] 's generic [[angst]] ( there are a lot of [[shots]] of her gazing out [[windows]] ) . ","villeneuve [[earmarks]] too [[tremendously]] time [[pining]] in [[pepi]] 's generic [[sorrow]] ( there are a lot of [[bursts]] of her gazing out [[xp]] ) . ",0.00040537118911743164,0.548163890838623,0,1,0,162,"Successful"
"i sympathize with the plight of these families , but the [[movie]] [[does]] n't [[do]] a very [[good]] job conveying the issue at hand . ","i sympathize with the plight of these families , but the [[movies]] [[wanting]] n't [[suis]] a very [[better]] job conveying the issue at hand . ",0.0003898739814758301,0.870825469493866,0,1,0,121,"Successful"
"moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ","moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ",0.9996224045753479,0.9996224045753479,1,1,0,1,"Skipped"
"too [[often]] , the [[viewer]] is n't [[reacting]] to [[humor]] so much as they are [[wincing]] back in [[repugnance]] . ","too [[seldom]] , the [[visualization]] is n't [[react]] to [[mockery]] so much as they are [[hesitated]] back in [[furor]] . ",0.0010820627212524414,0.6103032827377319,0,1,0,225,"Successful"
"an [[important]] movie , a [[reminder]] of the power of film to move us and to make us [[examine]] our values . ","an [[prodigious]] movie , a [[callback]] of the power of film to move us and to make us [[scrutinize]] our values . ",0.00021034479141235352,0.8082854151725769,1,0,1,133,"Successful"
"what was once original has been co-opted so frequently that it now [[seems]] pedestrian . ","what was once original has been co-opted so frequently that it now [[transpires]] pedestrian . ",0.02269744873046875,0.9644396901130676,0,1,0,25,"Successful"
"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",0.7602766752243042,0.7602766752243042,0,0,1,1,"Skipped"
"because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very [[bad]] [[feeling]] . ","because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very [[wicked]] [[insight]] . ",0.00028461217880249023,0.8367245197296143,0,1,0,94,"Successful"
"as ` chick flicks ' go , this one is pretty [[miserable]] , [[resorting]] to string-pulling rather than legitimate character development and intelligent plotting . ","as ` chick flicks ' go , this one is pretty [[sorrowful]] , [[appeal]] to string-pulling rather than legitimate character development and intelligent plotting . ",0.0003796815872192383,0.5417128801345825,0,1,0,77,"Successful"
"an absurdist comedy about alienation , separation and loss . ","an absurdist comedy about alienation , separation and loss . ",0.9270181655883789,0.9270181655883789,1,1,0,1,"Skipped"
"it 's everything you do n't go to the movies for . ","it 's everything you do n't go to the movies for . ",0.9982859492301941,0.9982859492301941,1,1,0,1,"Skipped"
"a great ensemble cast ca n't [[lift]] this heartfelt enterprise out of the familiar . ","a great ensemble cast ca n't [[cancelling]] this heartfelt enterprise out of the familiar . ",0.008277714252471924,0.9995080828666687,0,1,0,53,"Successful"
"may reawaken discussion of the kennedy assassination but this fictional film looks made for [[cable]] [[rather]] than for the big screen . ","may reawaken discussion of the kennedy assassination but this fictional film looks made for [[coax]] [[perfectly]] than for the big screen . ",0.0016885995864868164,0.8129328489303589,0,1,0,59,"Successful"
"here 's yet another studio horror franchise [[mucking]] up its [[storyline]] with glitches casual fans could correct in their [[sleep]] . ","here 's yet another studio horror franchise [[tinkering]] up its [[overview]] with glitches casual fans could correct in their [[sor]] . ",0.0024322867393493652,0.5431357622146606,0,1,0,55,"Successful"
"for [[each]] chuckle there are at least 10 [[complete]] [[misses]] , many coming from the amazingly lifelike tara reid , whose [[acting]] skills are comparable to a [[cardboard]] cutout . ","for [[every]] chuckle there are at least 10 [[complemented]] [[insufficiency]] , many coming from the amazingly lifelike tara reid , whose [[behaving]] skills are comparable to a [[libretto]] cutout . ",0.011401653289794922,0.888859748840332,0,1,0,73,"Successful"
"it 's a [[charming]] and [[often]] [[affecting]] [[journey]] . ","it 's a [[mignon]] and [[habitually]] [[consequence]] [[displacement]] . ",0.00022262334823608398,0.9942172169685364,1,0,1,140,"Successful"
"... takes the [[beauty]] of baseball and melds it with a story that could [[touch]] anyone regardless of their familiarity with the sport ","... takes the [[magnificence]] of baseball and melds it with a story that could [[afflicts]] anyone regardless of their familiarity with the sport ",0.008788526058197021,0.7788395881652832,1,0,1,55,"Successful"
"the chateau [[cleverly]] probes the cross-cultural differences between gauls and yanks . ","the chateau [[clumsily]] probes the cross-cultural differences between gauls and yanks . ",0.0003629922866821289,0.9388937950134277,1,0,1,40,"Successful"
"a [[sequel]] that 's [[much]] too [[big]] for its britches . ","a [[continue]] that 's [[tremendously]] too [[great]] for its britches . ",0.0002022385597229004,0.998389482498169,0,1,0,105,"Successful"
"in its best moments , [[resembles]] a [[bad]] [[high]] school production of grease , without benefit of song . ","in its best moments , [[reminiscent]] a [[wicked]] [[elevated]] school production of grease , without benefit of song . ",0.000272214412689209,0.9910875558853149,0,1,0,121,"Successful"
"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ","the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",0.977927029132843,0.977927029132843,1,1,0,1,"Skipped"
"for the most part , it 's a work of incendiary [[genius]] , steering clear of knee-jerk reactions and quick solutions . ","for the most part , it 's a work of incendiary [[sappers]] , steering clear of knee-jerk reactions and quick solutions . ",0.00654757022857666,0.9380505084991455,1,0,1,26,"Successful"
"it is [[great]] summer [[fun]] to watch arnold and his buddy gerald bounce off a quirky cast of characters . ","it is [[prodigious]] summer [[distracting]] to watch arnold and his buddy gerald bounce off a quirky cast of characters . ",0.0001900792121887207,0.9208694696426392,1,0,1,102,"Successful"
"it 's a [[work]] by an artist so in control of both his medium and his message that he can improvise like a jazzman . ","it 's a [[labor]] by an artist so in control of both his medium and his message that he can improvise like a jazzman . ",0.0034047961235046387,0.9801526665687561,1,0,1,54,"Successful"
