"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"affleck and jackson are [[good]] sparring [[partners]] . ","affleck and jackson are [[bonne]] sparring [[associating]] . ",0.00020200014114379883,0.982239842414856,1,0,1,83,"Successful"
"it 's [[fascinating]] to see how bettany and mcdowell play off each other . ","it 's [[puzzling]] to see how bettany and mcdowell play off each other . ",0.0001843571662902832,0.9509816765785217,1,0,1,43,"Successful"
"a painfully [[funny]] ode to bad behavior . ","a painfully [[droll]] ode to bad behavior . ",0.002994716167449951,0.9997936487197876,1,0,1,46,"Successful"
"what [[distinguishes]] time of favor from countless other [[thrillers]] is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ","what [[disperses]] time of favor from countless other [[melodramas]] is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ",0.000514984130859375,0.6245541572570801,1,0,1,23,"Successful"
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0.9963464736938477,0.9963464736938477,1,1,0,1,"Skipped"
"a [[fast]] , [[funny]] , highly [[enjoyable]] movie . ","a [[sped]] , [[odd]] , highly [[cosy]] movie . ",0.00010883808135986328,0.9955085515975952,1,0,1,86,"Successful"
"the movie understands like few others how the depth and breadth of emotional [[intimacy]] [[give]] the physical act all of its meaning and most of its pleasure . ","the movie understands like few others how the depth and breadth of emotional [[closeness]] [[let]] the physical act all of its meaning and most of its pleasure . ",0.003529787063598633,0.7318648099899292,1,0,1,50,"Successful"
"it takes a certain kind of horror movie to qualify as ` [[worse]] than expected , ' but ghost ship somehow manages to do exactly that . ","it takes a certain kind of horror movie to qualify as ` [[grandest]] than expected , ' but ghost ship somehow manages to do exactly that . ",0.011110663414001465,0.9903774261474609,0,1,0,40,"Successful"
"the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ","the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ",0.9761393070220947,0.9761393070220947,1,1,0,1,"Skipped"
"that 's pure pr [[hype]] . ","that 's pure pr [[hoopla]] . ",0.0026055574417114258,0.9971264004707336,0,1,0,11,"Successful"
"once ( kim ) begins to [[overplay]] the shock [[tactics]] and bait-and-tackle metaphors , you may [[decide]] it 's too high a price to [[pay]] for a shimmering [[picture]] [[postcard]] . ","once ( kim ) begins to [[lowball]] the shock [[maneuvering]] and bait-and-tackle metaphors , you may [[defining]] it 's too high a price to [[giving]] for a shimmering [[film]] [[postcards]] . ",0.0006278157234191895,0.6919169425964355,0,1,0,179,"Successful"
"two hours fly by -- opera 's a [[pleasure]] when you do n't have to endure intermissions -- and even a novice to the form comes away [[exhilarated]] . ","two hours fly by -- opera 's a [[hei]] when you do n't have to endure intermissions -- and even a novice to the form comes away [[dismayed]] . ",0.00037300586700439453,0.9941548109054565,1,0,1,105,"Successful"
"lapaglia 's ability to convey grief and hope works with [[weaver]] 's [[sensitive]] reactions to [[make]] this a two-actor master class . ","lapaglia 's ability to convey grief and hope works with [[snider]] 's [[inconvenient]] reactions to [[reaching]] this a two-actor master class . ",0.0003172159194946289,0.5837511420249939,1,0,1,82,"Successful"
"outer-space buffs might love this film , but others will find its pleasures intermittent . ","outer-space buffs might love this film , but others will find its pleasures intermittent . ",0.7707601189613342,0.7707601189613342,1,1,0,1,"Skipped"
"a [[smart]] , [[witty]] follow-up . ","a [[cancerous]] , [[sarcasm]] follow-up . ",0.00012183189392089844,0.9983060359954834,1,0,1,71,"Successful"
"[[so]] unremittingly [[awful]] that labeling it a dog [[probably]] constitutes cruelty to canines . ","[[appropriately]] unremittingly [[outrageous]] that labeling it a dog [[assuredly]] constitutes cruelty to canines . ",0.00025981664657592773,0.5157118439674377,0,1,0,108,"Successful"
"about a manga-like heroine who fights back at her abusers , it 's [[energetic]] and [[satisfying]] if not deep and psychological . ","about a manga-like heroine who fights back at her abusers , it 's [[loud]] and [[fecund]] if not deep and psychological . ",0.00015497207641601562,0.8617997765541077,1,0,1,35,"Successful"
"as unseemly as its title suggests . ","as unseemly as its title suggests . ",0.9921696186065674,0.9921696186065674,0,0,1,1,"Skipped"
"[[dull]] , [[lifeless]] , and amateurishly [[assembled]] . ","[[ghoulish]] , [[frail]] , and amateurishly [[reunited]] . ",0.00019532442092895508,0.011961817741394043,0,0,0,82,"Failed"
"blanchett 's performance [[confirms]] her power once again . ","blanchett 's performance [[stressed]] her power once again . ",0.00012600421905517578,0.9742342233657837,1,0,1,55,"Successful"
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but [[likable]] , hero . ' ","... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but [[likeable]] , hero . ' ",0.47511500120162964,0.9883760213851929,1,0,1,48,"Successful"
"nothing in [[waking]] up in reno ever [[inspired]] me to [[think]] of its [[inhabitants]] as anything more than [[markers]] in a [[screenplay]] . ","nothing in [[awoken]] up in reno ever [[directed]] me to [[insights]] of its [[inhabitant]] as anything more than [[marker]] in a [[screenplays]] . ",0.0007874965667724609,0.4840920567512512,0,0,0,131,"Failed"
"with virtually no [[interesting]] elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ","with virtually no [[strange]] elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0.0012790560722351074,0.9942223429679871,0,1,0,52,"Successful"
"nonsensical , [[dull]] `` cyber-horror '' [[flick]] is a [[grim]] , hollow [[exercise]] in [[flat]] [[scares]] and [[bad]] [[acting]] . ","nonsensical , [[sombre]] `` cyber-horror '' [[cinema]] is a [[poignant]] , hollow [[enjoyment]] in [[unfurnished]] [[alarm]] and [[baleful]] [[behaved]] . ",0.0001812577247619629,0.7756985425949097,0,1,0,251,"Successful"
"the movie has an [[infectious]] [[exuberance]] that [[will]] [[engage]] anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) [[ways]] [[kids]] can make a playground out of the refuse of adults . ","the movie has an [[contagious]] [[wonderment]] that [[desired]] [[committing]] anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) [[signifies]] [[brats]] can make a playground out of the refuse of adults . ",0.0004494786262512207,0.989916205406189,1,0,1,233,"Successful"
"visually rather stunning , but ultimately a handsome-looking [[bore]] , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ","visually rather stunning , but ultimately a handsome-looking [[wore]] , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0.0013470649719238281,0.9852694272994995,0,1,0,17,"Successful"
"there are [[simply]] too many ideas [[floating]] around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ","there are [[effortlessly]] too many ideas [[adrift]] around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0.0009303689002990723,0.5900838375091553,0,1,0,62,"Successful"
"but the power of these ( subjects ) is [[obscured]] by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ","but the power of these ( subjects ) is [[eclipsed]] by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0.0009918808937072754,0.9622607827186584,0,1,0,50,"Successful"
"there 's something auspicious , and [[daring]] , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","there 's something auspicious , and [[foolhardy]] , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ",0.0008668303489685059,0.9352754354476929,1,0,1,50,"Successful"
"the character of zigzag is not [[sufficiently]] developed to support a film constructed around him . ","the character of zigzag is not [[rather]] developed to support a film constructed around him . ",0.0002097487449645996,0.9753109216690063,0,1,0,46,"Successful"
"comes off [[like]] a [[rejected]] abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ","comes off [[adore]] a [[spurn]] abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0.00046253204345703125,0.9760989546775818,0,1,0,35,"Successful"
"and that 's a [[big]] part of why we go to the [[movies]] . ","and that 's a [[whopping]] part of why we go to the [[cinematographic]] . ",0.0030618906021118164,0.9975299835205078,1,0,1,98,"Successful"
"if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ","if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ",0.9993919134140015,0.9993919134140015,0,0,1,1,"Skipped"
"[[has]] a [[lot]] of the [[virtues]] of eastwood at his best . ","[[ai]] a [[consignment]] of the [[prerogatives]] of eastwood at his best . ",0.00016736984252929688,0.9764586091041565,1,0,1,61,"Successful"
"hilariously inept and [[ridiculous]] . ","hilariously inept and [[mindless]] . ",0.017577290534973145,0.9891493320465088,1,0,1,33,"Successful"
"manages to transcend the sex , drugs and show-tunes plot into something far [[richer]] . ","manages to transcend the sex , drugs and show-tunes plot into something far [[tributary]] . ",0.0002815127372741699,0.9302706718444824,1,0,1,24,"Successful"
"this re-do is so [[dumb]] and so [[exploitative]] in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ","this re-do is so [[ironic]] and so [[operative]] in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ",0.00038373470306396484,0.9742897748947144,0,1,0,69,"Successful"
"manages to show life in all of its banality when the intention is quite the opposite . ","manages to show life in all of its banality when the intention is quite the opposite . ",0.9454832077026367,0.9454832077026367,1,1,0,1,"Skipped"
"for the first [[time]] in [[years]] , de [[niro]] digs deep emotionally , perhaps [[because]] he 's been stirred by the [[powerful]] [[work]] of his co-stars . ","for the first [[zeit]] in [[anno]] , de [[scorsese]] digs deep emotionally , perhaps [[than]] he 's been stirred by the [[pompous]] [[labor]] of his co-stars . ",0.0009086132049560547,0.6238977909088135,1,0,1,161,"Successful"
"woody allen 's latest is an ambling , broad [[comedy]] about all there is to love -- and hate -- about the movie biz . ","woody allen 's latest is an ambling , broad [[sitcom]] about all there is to love -- and hate -- about the movie biz . ",0.0038740038871765137,0.7768723368644714,1,0,1,27,"Successful"
"like you could n't smell this turkey [[rotting]] from miles away . ","like you could n't smell this turkey [[decadent]] from miles away . ",0.010644376277923584,0.6953995227813721,0,1,0,39,"Successful"
"you wonder why enough was n't just a [[music]] [[video]] [[rather]] than a full-length movie . ","you wonder why enough was n't just a [[musicians]] [[filmed]] [[abundantly]] than a full-length movie . ",0.0017758011817932129,0.8876675367355347,0,1,0,59,"Successful"
"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[seductive]] as it is haunting . ","whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[tempt]] as it is haunting . ",0.0005928277969360352,0.9939256906509399,1,0,1,42,"Successful"
"mattei is tiresomely [[grave]] and long-winded , as if circularity itself [[indicated]] [[profundity]] . ","mattei is tiresomely [[earnest]] and long-winded , as if circularity itself [[pointed]] [[playfulness]] . ",0.00021141767501831055,0.06428223848342896,0,0,0,141,"Failed"
"whaley 's [[determination]] to immerse you in sheer , unrelenting wretchedness is [[exhausting]] . ","whaley 's [[willpower]] to immerse you in sheer , unrelenting wretchedness is [[hardworking]] . ",0.0007708072662353516,0.9700691103935242,0,1,0,70,"Successful"
"it 's a [[stunning]] [[lyrical]] work of [[considerable]] force and truth . ","it 's a [[stun]] [[florid]] work of [[cannot]] force and truth . ",0.00012052059173583984,0.9984233379364014,1,0,1,124,"Successful"
"the most [[compelling]] wiseman epic of recent years . ","the most [[incontrovertible]] wiseman epic of recent years . ",0.000125885009765625,0.8690632581710815,1,0,1,41,"Successful"
"taylor appears to have [[blown]] his entire budget on soundtrack rights and had nothing left over for jokes . ","taylor appears to have [[fused]] his entire budget on soundtrack rights and had nothing left over for jokes . ",0.0005688071250915527,0.5659197568893433,0,1,0,40,"Successful"
"does [[little]] more than play an innocuous game of fill-in - the-blanks with a tragic past . ","does [[slightly]] more than play an innocuous game of fill-in - the-blanks with a tragic past . ",0.00032389163970947266,0.9890846610069275,0,1,0,24,"Successful"
"it takes a strange kind of laziness to [[waste]] the [[talents]] of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of laziness to [[wastage]] the [[adroit]] of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0.0003260374069213867,0.9690315127372742,0,1,0,105,"Successful"
"this film seems [[thirsty]] for reflection , itself taking on adolescent qualities . ","this film seems [[appetite]] for reflection , itself taking on adolescent qualities . ",0.014830470085144043,0.969521164894104,0,1,0,10,"Successful"
"moody , heartbreaking , and filmed in a [[natural]] , unforced [[style]] that makes its characters seem entirely [[convincing]] even when its script is not . ","moody , heartbreaking , and filmed in a [[inborn]] , unforced [[styles]] that makes its characters seem entirely [[unconvincing]] even when its script is not . ",0.0002492070198059082,0.6972516179084778,1,0,1,50,"Successful"
"an interesting [[story]] with a pertinent ( cinematically unique ) message , told fairly well and scored to [[perfection]] , i found myself struggling to put my finger on that [[elusive]] `` missing thing . '' ","an interesting [[history]] with a pertinent ( cinematically unique ) message , told fairly well and scored to [[faultless]] , i found myself struggling to put my finger on that [[inaccurate]] `` missing thing . '' ",0.0005332827568054199,0.9285790920257568,1,0,1,88,"Successful"
"this surreal gilliam-esque film is also a troubling [[interpretation]] of ecclesiastes . ","this surreal gilliam-esque film is also a troubling [[misinterpreted]] of ecclesiastes . ",0.040135204792022705,0.9958015084266663,1,0,1,32,"Successful"
"[[ultimately]] [[feels]] empty and [[unsatisfying]] , like [[swallowing]] a [[communion]] [[wafer]] without the [[wine]] . ","[[maybe]] [[scent]] empty and [[indecisive]] , like [[swallows]] a [[sacrament]] [[flea]] without the [[riesling]] . ",0.0003560781478881836,0.44215428829193115,0,0,0,146,"Failed"
"so much facile technique , such cute ideas , so little movie . ","so much facile technique , such cute ideas , so little movie . ",0.9740117192268372,0.9740117192268372,0,0,1,1,"Skipped"
"teen movies have really hit the skids . ","teen movies have really hit the skids . ",0.9979979991912842,0.9979979991912842,1,1,0,1,"Skipped"
"... is an arthritic [[attempt]] at directing by callie khouri . ","... is an arthritic [[aspires]] at directing by callie khouri . ",0.0012740492820739746,0.9950812458992004,0,1,0,56,"Successful"
"just as [[moving]] , [[uplifting]] and [[funny]] as ever . ","just as [[homelessness]] , [[cathartic]] and [[outlandish]] as ever . ",0.00010991096496582031,0.9990494847297668,1,0,1,63,"Successful"
"even in its most tedious scenes , russian ark is [[mesmerizing]] . ","even in its most tedious scenes , russian ark is [[scintillating]] . ",0.0007572174072265625,0.7820839285850525,1,0,1,38,"Successful"
"not [[exactly]] the bees knees ","not [[scrupulously]] the bees knees ",0.0008528232574462891,0.5330982208251953,0,1,0,50,"Successful"
"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even [[weaker]] . ","it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even [[basest]] . ",0.020872533321380615,0.5653690695762634,0,1,0,52,"Successful"
"the acting , costumes , music , cinematography and [[sound]] are all [[astounding]] given the production 's austere locales . ","the acting , costumes , music , cinematography and [[noise]] are all [[staggering]] given the production 's austere locales . ",0.0003006458282470703,0.6114619970321655,1,0,1,40,"Successful"
"my big fat greek wedding uses stereotypes in a [[delightful]] [[blend]] of sweet romance and [[lovingly]] dished out humor . ","my big fat greek wedding uses stereotypes in a [[leggy]] [[conjugate]] of sweet romance and [[restlessly]] dished out humor . ",0.0001519918441772461,0.9706454873085022,1,0,1,151,"Successful"
"villeneuve [[spends]] too [[much]] time [[wallowing]] in [[bibi]] 's generic [[angst]] ( there are a [[lot]] of [[shots]] of her gazing out [[windows]] ) . ","villeneuve [[earmarks]] too [[immensely]] time [[bask]] in [[pepi]] 's generic [[sorrow]] ( there are a [[lots]] of [[bursts]] of her gazing out [[ventana]] ) . ",0.0003898739814758301,0.5203229188919067,0,1,0,172,"Successful"
"i sympathize with the plight of these families , but the movie does n't [[do]] a very [[good]] job conveying the issue at hand . ","i sympathize with the plight of these families , but the movie does n't [[suis]] a very [[allright]] job conveying the issue at hand . ",0.00048220157623291016,0.9954829812049866,0,1,0,80,"Successful"
"moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ","moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ",0.9993867874145508,0.9993867874145508,1,1,0,1,"Skipped"
"too [[often]] , the [[viewer]] is n't reacting to [[humor]] so much as they are [[wincing]] back in [[repugnance]] . ","too [[seldom]] , the [[onlookers]] is n't reacting to [[mockery]] so much as they are [[grinned]] back in [[furor]] . ",0.005166530609130859,0.9487453699111938,0,1,0,153,"Successful"
"an [[important]] [[movie]] , a reminder of the [[power]] of [[film]] to [[move]] us and to make us examine our values . ","an [[prodigious]] [[cine]] , a reminder of the [[jurisdiction]] of [[footage]] to [[shifted]] us and to make us examine our values . ",0.00013375282287597656,0.5690822005271912,1,0,1,161,"Successful"
"what was once original has been co-opted so frequently that it now [[seems]] [[pedestrian]] . ","what was once original has been co-opted so frequently that it now [[gaze]] [[passerby]] . ",0.000914454460144043,0.9398698210716248,0,1,0,26,"Successful"
"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",0.7782043218612671,0.7782043218612671,0,0,1,1,"Skipped"
"because of an [[unnecessary]] and [[clumsy]] last scene , ` swimfan ' left me with a very [[bad]] feeling . ","because of an [[unwarranted]] and [[delicate]] last scene , ` swimfan ' left me with a very [[wicked]] feeling . ",0.0002288222312927246,0.9965335726737976,0,1,0,113,"Successful"
"as ` chick flicks ' go , this one is pretty [[miserable]] , [[resorting]] to string-pulling rather than legitimate character development and [[intelligent]] plotting . ","as ` chick flicks ' go , this one is pretty [[luckless]] , [[use]] to string-pulling rather than legitimate character development and [[smarts]] plotting . ",0.00019186735153198242,0.8223859071731567,0,1,0,102,"Successful"
"an absurdist comedy about alienation , separation and loss . ","an absurdist comedy about alienation , separation and loss . ",0.9892460107803345,0.9892460107803345,1,1,0,1,"Skipped"
"it 's everything you do n't go to the movies for . ","it 's everything you do n't go to the movies for . ",0.998680830001831,0.998680830001831,1,1,0,1,"Skipped"
"a great ensemble cast ca n't [[lift]] this heartfelt enterprise out of the familiar . ","a great ensemble cast ca n't [[cancelling]] this heartfelt enterprise out of the familiar . ",0.003054201602935791,0.9996252059936523,0,1,0,53,"Successful"
"may reawaken discussion of the kennedy assassination but this fictional film looks made for [[cable]] [[rather]] than for the big screen . ","may reawaken discussion of the kennedy assassination but this fictional film looks made for [[coax]] [[acutely]] than for the big screen . ",0.001073300838470459,0.8640234470367432,0,1,0,59,"Successful"
"here 's yet another studio horror franchise [[mucking]] up its [[storyline]] with [[glitches]] casual fans could correct in their [[sleep]] . ","here 's yet another studio horror franchise [[tinkering]] up its [[overview]] with [[glitch]] casual fans could correct in their [[sleeping]] . ",0.0005691647529602051,0.7750887274742126,0,1,0,57,"Successful"
"for each chuckle there are at least 10 complete [[misses]] , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a [[cardboard]] cutout . ","for each chuckle there are at least 10 complete [[insufficiency]] , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a [[carton]] cutout . ",0.01017153263092041,0.6844432353973389,0,1,0,45,"Successful"
"it 's a [[charming]] and often [[affecting]] journey . ","it 's a [[mignon]] and often [[afflicted]] journey . ",0.00011610984802246094,0.9651172757148743,1,0,1,62,"Successful"
"... takes the [[beauty]] of baseball and melds it with a story that could touch anyone regardless of their familiarity with the [[sport]] ","... takes the [[beaux]] of baseball and melds it with a story that could touch anyone regardless of their familiarity with the [[sportsman]] ",0.011321604251861572,0.7220655083656311,1,0,1,53,"Successful"
"the chateau [[cleverly]] probes the cross-cultural differences between gauls and yanks . ","the chateau [[clumsily]] probes the cross-cultural differences between gauls and yanks . ",0.0003967881202697754,0.9887681007385254,1,0,1,40,"Successful"
"a [[sequel]] that 's much too [[big]] for its britches . ","a [[continuance]] that 's much too [[tremendous]] for its britches . ",0.00030100345611572266,0.8708040118217468,0,1,0,61,"Successful"
"in its best moments , [[resembles]] a [[bad]] high school production of grease , without benefit of song . ","in its best moments , [[reminiscent]] a [[wicked]] high school production of grease , without benefit of song . ",0.00041347742080688477,0.9698152542114258,0,1,0,76,"Successful"
"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ","the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",0.9856662750244141,0.9856662750244141,1,1,0,1,"Skipped"
"for the most part , it 's a work of incendiary [[genius]] , steering clear of knee-jerk reactions and quick solutions . ","for the most part , it 's a work of incendiary [[sappers]] , steering clear of knee-jerk reactions and quick solutions . ",0.0011129975318908691,0.9283556342124939,1,0,1,26,"Successful"
"it is [[great]] summer [[fun]] to watch arnold and his buddy gerald bounce off a quirky cast of characters . ","it is [[prodigious]] summer [[distracting]] to watch arnold and his buddy gerald bounce off a quirky cast of characters . ",0.00012099742889404297,0.9604552984237671,1,0,1,102,"Successful"
"it 's a [[work]] by an artist so in control of both his medium and his message that he can improvise like a jazzman . ","it 's a [[labor]] by an artist so in control of both his medium and his message that he can improvise like a jazzman . ",0.0018856525421142578,0.9978786706924438,1,0,1,54,"Successful"
